from	to	num_distinct_user
DIENLUC_HP	uc tiep thu tien dien tai cac quay thu tien dien cua DL tren dia ban. Tran trong.	4296
DIENLUC_HP	DL Thuy Nguyen tran trong thong bao: Tu thang 6 nam 2018 viec thu tien dien tren dia ban TT Minh Duc se do nhan vien DL Thuy Nguyen tr	4296
DIENLUC_HP	uc tiep thu tien dien tai cac quay thu tien dien cua DL tren dia ban. Tran trong.	4296
PC_LaoCai	Tinh den ngay 25/06/2018,KH PA18LC0093454 con no tien dien 6/2018:50193 d.Vui long TT truoc ngay 28/06/2018.Bo qua tin nhan neu KH da TT	4061
PC_LaoCai	Tinh den ngay 25/06/2018,KH PA18LCLC03824 con no tien dien 6/2018:3757251 d.Vui long TT truoc ngay 28/06/2018.Bo qua tin nhan neu KH da TT	4061
PC_LaoCai	Tinh den ngay 25/06/2018,KH PA18LC0088601 con no tien dien 6/2018:1605978 d.Vui long TT truoc ngay 28/06/2018.Bo qua tin nhan neu KH da TT	4061
PC_LaoCai	Tinh den ngay 25/06/2018,KH PA18SI0000556 con no tien dien 6/2018:1050382 d.Vui long TT truoc ngay 28/06/2018.Bo qua tin nhan neu KH da TT	4061
PC_LaoCai	Tinh den ngay 25/06/2018,KH PA18LC0080483 con no tien dien 6/2018:342830 d.Vui long TT truoc ngay 28/06/2018.Bo qua tin nhan neu KH da TT	4061
PC_LaoCai	Tinh den ngay 25/06/2018,KH PA18SI0007172 con no tien dien 6/2018:544885 d.Vui long TT truoc ngay 28/06/2018.Bo qua tin nhan neu KH da TT	4061
PC_LaoCai	Tinh den ngay 25/06/2018,KH PA18LCLC05553 con no tien dien 6/2018:2324984 d.Vui long TT truoc ngay 28/06/2018.Bo qua tin nhan neu KH da TT	4061
PC_LaoCai	Tinh den ngay 25/06/2018,KH PA18LC0092005 con no tien dien 6/2018:990960 d.Vui long TT truoc ngay 28/06/2018.Bo qua tin nhan neu KH da TT	4061
PC_LaoCai	Tinh den ngay 25/06/2018,KH PA18LC0093681 con no tien dien 6/2018:2170146 d.Vui long TT truoc ngay 28/06/2018.Bo qua tin nhan neu KH da TT	4061
PC_LaoCai	Tinh den ngay 25/06/2018,KH PA18LC0000780 con no tien dien 6/2018:291735 d.Vui long TT truoc ngay 28/06/2018.Bo qua tin nhan neu KH da TT	4061
PRUDENTIAL	Prudential xin gui den quy khach TRAN TIEN DIEN nhung loi chuc tot dep nhat nhan ngay sinh nhat 05/06. Cam on quy khach da dong hanh cung Prudential.	1
TCBS	18/06/2018 - TK 105C986023. So tien GD: -1.200.000. So du 232.963.124. ND: chuyen tra tien dien t6	1
TCBS	25/06/2018 - TK 105C986023. So tien GD: +1.200.000. So du 2.746.519. ND: CK tra tien trich dung de tra tien dien hom truoc	1
MOMO	MoMo xin chan thanh cam on quy khach: Tran Van Hiep ? PB17020010874 da thanh toan hoa don tien dien ky 1 thang 6 nam 2018 voi so tien la 1.704d.	1
MOMO	MoMo xin chan thanh cam on quy khach: Huynh My Sang ? PB14060058757 da thanh toan hoa don tien dien ky 1 thang 6 nam 2018 voi so tien la 1.704d.	1
MOMO	MoMo xin chan thanh cam on quy khach: Nguyen Thi Thu Sanh ? PB06070039972 da thanh toan hoa don tien dien ky 1 thang 6 nam 2018 voi so tien la 1.704d.	1
Shop.ONE	"ShopONE da duyet chuong trinh \"doi 1 nhan tin no tien dien thang 6 DCN PHUNG XA\" cua ban"	1
Shop.ONE	"ShopONE da duyet chuong trinh \"doi 1 nhan tin no tien dien thang 6 binh phu\" cua ban"	1
Shop.ONE	"ShopONE da duyet chuong trinh \"doi 1 nhan tin no tien dien thang 6 binh phu\" cua ban"	1
Shop.ONE	Chuong trinh doi 1 nhan tin no tien dien thang 6 PHUNG XA da ket thuc. SMS gui thanh cong: 1194,gui that bai: 0.	1
Shop.ONE	Chuong trinh doi 1 nhan tin no tien dien thang 6 binh phu da ket thuc. SMS gui thanh cong: 566,gui that bai: 0.	1
Shop.ONE	Chuong trinh doi 1 nhan tin no tien dien thang 6 binh phu da ket thuc. SMS gui thanh cong: 726,gui that bai: 0.	1
Shop.ONE	"ShopONE da duyet chuong trinh \"doi 1 nhan tin khach hang noi tien dien thang 6 khu vuc DCN\" cua ban"	1
Shop.ONE	Chuong trinh doi 1 nhan tin khach hang noi tien dien thang 6 khu vuc DCN da ket thuc. SMS gui thanh cong: 100,gui that bai: 0.	1
Shop.ONE	"ShopONE da duyet chuong trinh \"doi 1 nhan tin no tien dien thang 6 PHUNG XA\" cua ban"	1
EDUMALL.VN	EDUMALL xin gui ma kich hoat khoa hoc TIEN DIEN TU & CHINH PHUC HANH TRINH TRIEU DO cua quy khach la:  3e123d  Kich hoat tai link: htt	1
UBND_TCHAU	<VPDT> Duyet:(1771/QD-UBND)-Giao bo sung kinh phi cho UBND cac xa, thi tran thuc hien ho tro ho ngheo, ho chinh sach xa hoi tien dien nam 2018	1
UBND_TCHAU	<VPDT> Xu ly:(1771/QD-UBND)-Giao bo sung kinh phi cho UBND cac xa, thi tran thuc hien ho tro ho ngheo, ho chinh sach xa hoi tien dien nam 2018	1
CTy SCTV	SCTV:HOANTAT, 1221800001709, BAOTRI, SCTVNET, 15-06 12:49, 0531700082A, PHAM QUOC DUNG- DAT, 2103707348, PHONG TRUC THU TIEN DIEN KHU A DIEN LUC NGO	1
CTy SCTV	SCTV:SAPLICH, TK:1709, BAOTRI, SCTVNET, 15-06 12:49, 0531700082A, PHAM QUOC DUNG- DAT, 2103707348, PHONG TRUC THU TIEN DIEN KHU A DIEN LUC NGO	1
CTY_DTT_HN	Cty Dong Tien Thanh HN T/B den Ma KH: COTV.090 - Do Tien Dien SL nuoc thang 6/2018 la 7M3, So tien la 41895VND. Chi tiet lien he 02263653843.  Tran trong T/B!.	1
MBS	MBS TB SODU TK: 0622031 (12/06/2018 10:16:31) 6.447.787 VND. GD gan nhat: -1.120.000 chuyen tien tt tien dien t6(TK chuyen: 0622031)(12/06/2018 10:12:35)	1
YouNetMedia	Alert (Masteri M...): Sunny Duong c lai ko giu bien lai nhung c nho ro vi hom thang 3 chong c cam 4tr6 xuong dong phi ql va tien dien ... http://ynm.im/1C6t	1
LPB-VIVIET	12/06/2018 15:40 TK ViViet 0869258434: +2,819,152VND. SO DU: 9,400,358VND. ND: CHI LUONG T05/2018 CHO CTV THU HO TIEN DIEN TAI CN HAU GIANG. DT:18006665	1
HTXD Q.NGOC	HTXD Q.Ngoc TB: DNTT T6/2018 cua KH: Tien Dien la: 140Kw. T.Tien T.Toan: 254947VND vao ngay: 26/06/2018.LH: 02376283550	1
BaoVietLife	NT BacGiang: HD Bao hiem so 05703500014076 cua Quy khach Ngo Tien Dien den ky nop phi trong thang 6 nam 2018. Chi tiet lien he (0204) 3855 737.	1
BOOMERANG	(BIDV 2016 Alert) BIDV bao tri Smartbanking khong chuyen duoc tien dien the nhi . http://facebook.com/100003138317950_1661586993955895. Please check your email.	1
BOOMERANG	Ngoi cho vl ra xong dang cho cu co may ong ba vua den ngoi me vao quay doi dong thue dong tien dien cac thu chen len cha can biet ai t	1
NHAKHOAKIM	NHAKHOAKIM.COM Chao Lam Tien Dien An MSKH 175230 co lich hen luc 22-06-2018 09:30 tai 101 Suong Nguyet Anh, Ben Thanh,Q.1 Tong dai tu van 24/7 19006899	1
NHAKHOAKIM	nhakhoakim.com cam on anh/chi Lam Tien Dien An mskh 175230 da tin tuong su dung dich vu. so tien da thanh toan la 3000000. hotline 19006899.	1
VNAirlines	Vietnam Airlines xin cao loi khach HOANG/TIEN DIEN  va khach di cung, ma so CIONSQ tu HAN di DAD: Vi ly do khai thac, chuyen bay VN715	1
VNAirlines	Vietnam Airlines xin cao loi khach HOANG/TIEN DIEN  va khach di cung, ma so CIONSQ tu HAN di PQC: Vi ly do khai thac, chuyen bay VN123	1
PC_YenBai	Phieu:2597624. KH:Trinh Van Viet. DC: C35 Lo MT5-KS TBA Minh Tien 5,Khau Sao xa Minh Tien Dien Luc Luc Yen , SDT:01693305469. Bao mat	1
QCAO_ONLINE	Tien Phong 111 Thang 6: Tien Phong 6.000.000 Tien Nuoc: 100.000 Tien Dien : 500.000 Tien Internet : 100.000 Tien gui xe : 100.000 Tong 6,800,000 VND	1
HTXVANBINH	BQLD Van Binh thong bao tien dien sinh hoat T6/2018 cua khach hang VB3185: Chi so moi: 27415. San luong: 404kWh. So tien phai thanh toan: 935000VND.	2090
HTXVANBINH	BQLD Van Binh thong bao tien dien sinh hoat T6/2018 cua khach hang VB1502: Chi so moi: 23948. San luong: 183kWh. So tien phai thanh toan: 343000VND.	2090
HTXVANBINH	BQLD Van Binh thong bao tien dien sinh hoat T6/2018 cua khach hang VB1440: Chi so moi: 18885. San luong: 295kWh. So tien phai thanh toan: 622000VND.	2090
HTXVANBINH	BQLD Van Binh thong bao tien dien sinh hoat T6/2018 cua khach hang VB1259: Chi so moi: 6065. San luong: 272kWh. So tien phai thanh toan: 563000VND.	2090
HTXVANBINH	BQLD Van Binh thong bao tien dien sinh hoat T6/2018 cua khach hang VB1257: Chi so moi: 11117. San luong: 346kWh. So tien phai thanh toan: 767000VND.	2090
HTXVANBINH	BQLD Van Binh thong bao tien dien sinh hoat T6/2018 cua khach hang VB2346: Chi so moi: 9777. San luong: 128kWh. So tien phai thanh toan: 230000VND.	2090
HTXVANBINH	BQLD Van Binh thong bao tien dien sinh hoat T6/2018 cua khach hang VB2994: Chi so moi: 25058. San luong: 184kWh. So tien phai thanh toan: 345000VND.	2090
HTXVANBINH	BQLD Van Binh thong bao tien dien sinh hoat T6/2018 cua khach hang VB0243: Chi so moi: 9062. San luong: 120kWh. So tien phai thanh toan: 214000VND.	2090
HTXVANBINH	BQLD Van Binh thong bao tien dien sinh hoat T6/2018 cua khach hang VB0857: Chi so moi: 12846. San luong: 160kWh. So tien phai thanh toan: 296000VND.	2090
HTXVANBINH	BQLD Van Binh thong bao tien dien sinh hoat T6/2018 cua khach hang VB1065: Chi so moi: 13977. San luong: 292kWh. So tien phai thanh toan: 614000VND.	2090
PC_DienBien	Tinh den 24h ngay 20/6, Quy KH co ma PA19020019071 chua thanh toan so tien dien 693504d. Xin vui long thanh toan truoc ngay 23/6 tai NH An Binh	1784
PC_DienBien	Tinh den 24h ngay 20/06/2018, Quy KH co ma PA19100004636 chua thanh toan so tien dien 3408d. Xin vui long thanh toan truoc ngay 23/06/2018. LH 19006769.	1784
PC_DienBien	Tinh den 24h ngay 24/06/2018, Quy KH co ma PA19100004636 chua thanh toan so tien dien 3408d. Xin vui long thanh toan truoc ngay 27/06/2018. LH 19006769.	1784
PC_DienBien	Tinh den 24h ngay 20/06/2018, Quy KH co ma PA19100007607 chua thanh toan so tien dien 30888d. Xin vui long thanh toan truoc ngay 23/06/2018. LH 19006769.	1784
PC_DienBien	Tinh den 24h ngay 20/06/2018, Quy KH co ma PA19100003090 chua thanh toan so tien dien 42598d. Xin vui long thanh toan truoc ngay 23/06/2018. LH 19006769.	1784
PC_DienBien	Tinh den 24h ngay 20/6, Quy KH co ma PA19020018569 chua thanh toan so tien dien 3294126d. Xin vui long thanh toan truoc ngay 23/6 tai NH An Binh	1784
PC_DienBien	Tinh den 24h ngay 20/06/2018, Quy KH co ma PA1910TC20024 chua thanh toan so tien dien 838008d. Xin vui long thanh toan truoc ngay 23/06/2018. LH 19006769.	1784
PC_DienBien	Tinh den 24h ngay 20/06/2018, Quy KH co ma PA19100007644 chua thanh toan so tien dien 57933d. Xin vui long thanh toan truoc ngay 23/06/2018. LH 19006769.	1784
PC_DienBien	Tinh den 24h ngay 24/06/2018, Quy KH co ma PA19060003331 chua thanh toan so tien dien 74972d. Xin vui long thanh toan truoc ngay 27/06/2018. LH 19006769.	1784
PC_DienBien	Tinh den 24h ngay 20/6, Quy KH co ma PA19020016303 chua thanh toan so tien dien 477961d. Xin vui long thanh toan truoc ngay 23/6 tai NH An Binh	1784
NH QUOC DAN	NCB : 14/06/2018 08:12 TK 100000535828. Phat sinh: +1,120,000VND. So du: +1,275,819VND. ND: PHUONG DONG TIEN DIEN NUOC DEN NGAY 08/05/2018.	26
NH QUOC DAN	NCB : 13/06/2018 08:02 TK 100000910559. Phat sinh: -880,000VND. Phi: -7,700VND. So du: +11,262,559VND. ND: HO NHU BAO NGOC | TIEN DIEN NUOC.	26
NH QUOC DAN	NCB : 12/06/2018 09:08 TK 100003077688. Phat sinh: +2,886,936VND. So du: +6,108,720,526VND. ND: VCBHN | TC:G419000018.VCB HA NOI TT TIEN DIEN T5.18 TAI ATM 18..	26
NH QUOC DAN	NCB : 13/06/2018 11:20 TK 100003077688. Phat sinh: +4,436,128VND. So du: +6,286,496,130VND. ND: CONG TY CO PHAN HANFIMEX VIET NAM . | TT TIEN DIEN T5.2018.	26
NH QUOC DAN	NCB : 14/06/2018 11:47 TK 100003077688. Phat sinh: -245,579,730VND. So du: +6,044,269,388VND. ND: CTCP VTC TRUYEN THONG TRUC TUYEN | VTCOL TT TIEN DIEN KY 3...	26
NH QUOC DAN	NCB : 14/06/2018 14:45 TK 100003077688. Phat sinh: +3,793,149VND. So du: +5,978,389,849VND. ND: NGUYEN THI MINH LY | Lac Viet TT tien dien thang 5 toa nha VTC..	26
NH QUOC DAN	NCB : 13/06/2018 16:34 TK 100003077688. Phat sinh: +3,352,988VND. So du: +6,289,849,118VND. ND: CT TNHH PHAM VAN H.D | TC:DNTD045538.Thanh toan tien dien thang.	26
NH QUOC DAN	NCB : 01/06/2018 12:10 TK 100001168918. Phat sinh: -25,000,000VND. So du: +65,003,911VND. ND: tien dien va tien da -TRAN ANH TOAN-100001176654.	26
NH QUOC DAN	NCB : 08/06/2018 14:03 TK 100000256093. Phat sinh: -1,030,000VND. So du: +4,176,761VND. ND: Ck thanh toan tien dien -LE DA LIN-100000255127.	26
NH QUOC DAN	NCB : 04/06/2018 15:44 TK 100000566666. Phat sinh: +2,917,817VND. So du: +2,917,817VND. ND: CTY TNHH JEN TUAN CHAU | TC:0F90000066.TT TIEN DIEN VA NUOC T04/2018	26
HTX Co Lung	TB: Thang 6/2018, ho Nguyen Trong Nam. Yeu cau QK mang tien den Tru s HTX nop tien dien theo TB . Neu QK chua thanh toan. HTX se tam n	26
HTX Co Lung	TB: Thang 6/2018, ho Do Van Hong. Yeu cau QK mang tien den Tru s HTX nop tien dien theo TB . Neu QK chua thanh toan. HTX se tam ngung	26
HTX Co Lung	TB: Thang 6/2018, ho Nguyen Thi To Loan. Yeu cau QK mang tien den Tru s HTX nop tien dien theo TB . Neu QK chua thanh toan. HTX se tam	26
HTX Co Lung	TB: Thang 6/2018, ho Tran Van Trien. Yeu cau QK mang tien den Tru s HTX nop tien dien theo TB . Neu QK chua thanh toan. HTX se tam ngu	26
HTX Co Lung	TB: Thang 6/2018, ho Lieu Van Duong. Yeu cau QK mang tien den Tru s HTX nop tien dien theo TB . Neu QK chua thanh toan. HTX se tam ngu	26
HTX Co Lung	TB: Thang 6/2018, ho Ha Van Hung. Yeu cau QK mang tien den Tru s HTX nop tien dien theo TB . Neu QK chua thanh toan. HTX se tam ngung	26
HTX Co Lung	TB: Thang 6/2018, ho Nguyen Trong Hien. Yeu cau QK mang tien den Tru s HTX nop tien dien theo TB . Neu QK chua thanh toan. HTX se tam	26
HTX Co Lung	TB: Thang 6/2018, ho Phan Thanh Sy. Yeu cau QK mang tien den Tru s HTX nop tien dien theo TB . Neu QK chua thanh toan. HTX se tam ngun	26
HTX Co Lung	TB: Thang 6/2018, ho Nguyen Thi Phuc. Yeu cau QK mang tien den Tru s HTX nop tien dien theo TB . Neu QK chua thanh toan. HTX se tam ng	26
HTX Co Lung	TB: Thang 6/2018, ho Pham Thi Duc Hanh. Yeu cau QK mang tien den Tru s HTX nop tien dien theo TB . Neu QK chua thanh toan. HTX se tam	26
CSKHVIETTEL	Yeu cau ho tro cua dong chi lien quan den thanh toan tien dien cho KH  PH04000038413/ PH04000038457 da duoc xu ly. Chi tiet ket qua ph	4
CSKHVIETTEL	Yeu cau ho tro cua dong chi lien quan den thanh toan tien dien cho KH  PH04000038413/ PH04000038457 da duoc xu ly. Chi tiet ket qua ph	4
CSKHVIETTEL	Phan anh cua Quy khach ve giay bien nhan hoa don tien dien chua duoc ho tro do nhan vien chuyen sai dau moi. Quy khach vui long kiem t	4
CSKHVIETTEL	Phan anh cua Quy khach ve loi khong thanh toan duoc tien dien qua bankplus da duoc ho tro. Quy khach vui long kiem tra lai. Tran trong.	4
PC_NinhBinh	Phieu:2613341. KH:Nguyen Van Viet. DC: L1-4.9-II.2-Xom 11Xa Dinh Hoa - Kim Son, SDT:01686960991. Kien nghi kiem tra Hoa don tien dien	4
PC_NinhBinh	Inh BInh, SDT:0975443280. KH bao thang 5 da thanh toan 9/10 hoa don tien dien qua hinh thuc chuyen khoan vao ngay 29/5. Den hien tai K	4
PC_NinhBinh	Phieu:2551410. KH:Pham Van Hung. DC: L2-C16-IV1-Nang An Xa Xuan Thien, Kim Son, SDT:01679804440. Kien nghi kiem tra Hoa don tien dien	4
PC_NinhBinh	Den ngay 27/06/2018 Khach hang PNKD000000025 con no tien dien ky 3-T6/2018 so tien 1483001124. De nghi Khach thanh toan truoc ngay 30/06/2018. Tran trong!	4
PC_NinhBinh	Den ngay 05/06/2018 Khach hang PNKD000000025 con no tien dien ky 3-T5/2018 so tien 1569332094. De nghi Khach thanh toan truoc ngay 08/06/2018. Tran trong!	4
PC_NinhBinh	Den ngay 17/06/2018 Khach hang PNKD000000025 con no tien dien ky 1-T6/2018 so tien 1719500552. De nghi Khach thanh toan truoc ngay 20/06/2018. Tran trong!	4
IBKVietNam	A/N:******151320002 Dr/Cr:Debit AMT:VND 481,821,795 Bal:VND 475,874,824 Remark:Nop tien dien ky 1 thang 6 2018/06/07	4
IBKVietNam	A/N:******143520002 Dr/Cr:Debit AMT:VND 2,292,679 Bal:VND 3,259,432,923 Remark:TIEN DIEN NUOC T5 2018/06/05	4
IBKVietNam	A/N:******143520002 Dr/Cr:Debit AMT:VND 2,361,438 Bal:VND 3,126,886,445 Remark:TIEN DIEN NUOC VA CLEAR TAM UNG 2018/06/05	4
IBKVietNam	A/N:******143520002 Dr/Cr:Debit AMT:VND 2,361,438 Bal:VND 3,126,886,445 Remark:TIEN DIEN NUOC VA CLEAR TAM UNG 2018/06/05	4
IBKVietNam	A/N:******143520002 Dr/Cr:Debit AMT:VND 2,292,679 Bal:VND 3,259,432,923 Remark:TIEN DIEN NUOC T5 2018/06/05	4
IBKVietNam	A/N:******346920002 Dr/Cr:Debit AMT:VND 36,298,248 Bal:VND 289,083,791 Remark:TT TIEN DIEN 25-5 - 5-6-2018(44) 2018/06/13	4
IBKVietNam	A/N:******346920002 Dr/Cr:Debit AMT:VND 10,433,767 Bal:VND 325,382,039 Remark:TT TIEN DIEN 25-5 -5-6-2018(14A) 2018/06/13	4
PC_PhuTho	o co nhan vien DL xuong cat dien nhung KH da thanh toan tien dien day du, tren he thong khong bao no tien dien cua KH). Kinh chuyen DL	4
PC_PhuTho	o co nhan vien DL xuong cat dien nhung KH da thanh toan tien dien day du, tren he thong khong bao no tien dien cua KH). Kinh chuyen DL	4
PC_PhuTho	i kiem tra,Cong to do nghi ngo &quot;Cong to khong chinh xac&quot; dan den tien dien cua thang 6  tang cao.  No:09993374-CSM:6413-SLT6	4
PC_PhuTho	ong ro nguyen nhan). Nha Kh da thanh toan tien dien va chua qua han de bi cat dien. Kinh chuyen DL kiem tra ho tro KH.So dt lien he:09	4
BH_18008168	Hotline - KY HD va DAU NOI - ID: 2404693, KH: tran tong, SDT: 0932477144, DV: FTTH, DC: thon thai cam, dien tien dien ban quang nam -	4
BH_18008168	Hotline - ID: 2369770, CHUA KHAO SAT - KH: A Dai, SDT: 0983744599, DV: FTTH, DC: Thon hong lam - tien dien - nghi xuan - ha tinh - Tie	4
BH_18008168	Ma don hang: 2369770. Quy khach da dang ky dich vu: FTTH, tai dia chi: Thon hong lam - tien dien - nghi xuan - ha tinh - Tien Dien - N	4
BH_18008168	Ma don hang: 2369770. Yeu cau cua Quy khach dang ky dich vu FTTH, tai dia chi: Thon hong lam - tien dien - nghi xuan - ha tinh - Tien	4
BH_18008168	Ma don hang: 2369770. Quy khach da dang ky dich vu: FTTH, tai dia chi: Thon hong lam - tien dien - nghi xuan - ha tinh - Tien Dien - N	4
BH_18008168	Viettel thong bao: Quy khach A Dai da dang ky lap dat dich vu FTTH tai dia chi Thon hong lam - tien dien - nghi xuan - ha tinh - Tien	4
BH_18008168	Ma don hang: 2369770. Quy khach da dang ky dich vu: FTTH, tai dia chi: Thon hong lam - tien dien - nghi xuan - ha tinh - Tien Dien - N	4
BH_18008168	Hotline - KY HD va DAU NOI - ID: 2369770, KH: A Dai, SDT: 0983744599, DV: FTTH, DC: Thon hong lam - tien dien - nghi xuan - ha tinh -	4
HTXNNTH.SON	Thong bao: Tien dien T5/2018, k.hang <cl1>, su dung <cl9> kwh, chi so cuoi ky <cl5>, so tien thanh toan <cl12> d, thanh toan truoc nga	4
HTXNNTH.SON	T. bao: Tien dien T5/2018, k.hang TS02695, su dung 258 kwh, chi so cuoi ky 13237, so tien thanh toan 464930 d, thanh toan truoc ngay 15Lien he 0978889466	4
HTXNNTH.SON	Thong bao: Tien dien T5/2018, k.hang <cl1>, su dung <cl9> kwh, chi so cuoi ky <cl5>, so tien thanh toan <cl12> d, thanh toan truoc ngay 15.	4
HTXNNTH.SON	Thong bao: Tien dien T5/2018, k.hang TS02695, su dung 258 kwh, chi so cuoi ky 13237, so tien thanh toan 464930 d, thanh toan truoc ngay 15.	4
HTXNNTH.SON	Thong bao: Tien dien T5/2018, k.hang TS02695, su dung 258 kwh, chi so cuoi ky 13237, so tien thanh toan 464930 d, thanh toan truoc nga	4
HTXNNTH.SON	T.bao: Tien dien T5/2018, k.hang TS02912, su dung 106250 kwh, chi so cuoi ky 1826, so tien thanh toan 116875 d, thanh toan truoc ngay 15.Lien he 0978889466	4
HTXNNTH.SON	T.bao: Tien dien T5/2018, k.hang TS05864, su dung 70 kwh, chi so cuoi ky 720, so tien thanh toan 121044 d, thanh toan truoc ngay 15.Lien he 0978889466	4
HTXNNTH.SON	Thong bao: Tien dien T5/2018, k.hang <cl1>, su dung <cl9> kwh, chi so cuoi ky <cl5>, so tien thanh toan <cl12> d, thanh toan truoc nga	4
HTXNNTH.SON	Thong bao: Tien dien T5/2018, k.hang <cl1>, su dung <cl9> kwh, chi so cuoi ky <cl5>, so tien thanh toan <cl12> d, thanh toan truoc ngay 15 hang thang.	4
HTXNNTH.SON	T.bao: Tien dien T5/2018, k.hang TS02990, su dung 293150 kwh, chi so cuoi ky 5649, so tien thanh toan 322465 d, thanh toan truoc ngay 15.Lien he 0978889466	4
VNPAY	He thong thanh toan hoa don tien dien dang co loi. Vui long kiem tra.	4
VNPAY	He thong thanh toan hoa don tien dien dang co loi. Vui long kiem tra.	4
VNPAY	He thong thanh toan hoa don tien dien dang co loi. Vui long kiem tra.	4
VNPAY	Jetstar Pacific:NGUYEN/TIEN DIEN MR,Ma dat cho: XK54YQ. Chuyen bay: BL359,Da Lat-TP Ho Chi Minh, ngay 08/06, gio di 16:20. Lam thu tuc	4
VNPAY	NGUYEN/TIEN DIEN MR. Ma thanh toan: BL/0CCFD5. So tien: 1,837,000. Hanh trinh: Chuyen bay BL359, Da Lat-TP Ho Chi Minh, ngay 08/06, gi	4
VNPAY	He thong thanh toan hoa don tien dien dang co loi. Vui long kiem tra.	4
VNPAY	He thong thanh toan hoa don tien dien dang co loi. Vui long kiem tra.	4
VNPAY	He thong thanh toan hoa don tien dien dang co loi. Vui long kiem tra.	4
VNPAY	He thong thanh toan hoa don tien dien dang co loi. Vui long kiem tra.	4
VNPAY	He thong thanh toan hoa don tien dien dang co loi. Vui long kiem tra.	4
BIDC	TK 100000026468 PSC 530,244,990VND VAO 15:47 11/06/18. ND: CT CP DU LICH TM VA DT THU DOTHANH TOAN TIEN DIEN KY 3 THAN. SO DU: +671,201,858VND.	4
BIDC	Ngay 11/06/2018 09:32:33; Quy khach da thanh toan hoa don Tien dien EVN HCM; Tien dien EVN HCM; PE13000183222; 534,589 VND; tai Chi Nhanh TP. HCM.	4
BIDC	TK 100000003586 PSN 1,213,793VND VAO 09:15 10/06/18. ND: TT HOA DONTIEN DIEN PD03000019384. SO DU: +4,141,942VND.	4
BIDC	TK 100000036506 PSN 1,035,527VND VAO 14:00 08/06/18. ND: TT TIEN DIEN T6.18 CHOPD12000013346. SO DU: +6,616,233VND.	4
UBNDTPCB	<VPDT>Nguoi gui: Nguyen Thi Anh Dao (0962842818) Gui cac d/c: lap ds ho tro tien dien cho ho ngheo, BTXH theo huong dan sau: (vi yeu cau qua gap nen mong cac d	4
UBNDTPCB	<VPDT>Nguoi gui: Nguyen Thi Anh Dao (0962842818) Gui cac d/c: lap ds ho tro tien dien cho ho ngheo, BTXH theo huong dan sau: (vi yeu cau qua gap nen mong cac d	4
UBNDTPCB	<VPDT>Nguoi gui: Nguyen Thi Anh Dao (0962842818) Gui cac d/c: lap ds ho tro tien dien cho ho ngheo, BTXH theo huong dan sau: (vi yeu cau qua gap nen mong cac d	4
UBNDTPCB	<VPDT>Nguoi gui: Nguyen Thi Anh Dao (0962842818) Gui cac d/c: lap ds ho tro tien dien cho ho ngheo, BTXH theo huong dan sau: (vi yeu cau qua gap nen mong cac d	4
VIETTEL_KTM	Viettel Kon Ray kinh moi Quy khach mang CMND den diem thu tien dien Thon 4 Tan Canh de bo sung thong tin, anh chup chan dung cho thue	1701
VIETTEL_KTM	Viettel Dak To kinh moi Quy khach mang CMND den Diem thu tien dien Thon 2 Tan Canh  de bo sung thong tin, anh chup chan dung cho thue	1701
VIETTEL_KTM	Viettel Tu Mo Rong kinh moi Quy khach mang CMND den Diem thu tien dien tru so UBND xa Van xuoi de bo sung thong tin, anh chup chan dun	1701
VIETTEL_KTM	Viettel Tu Mo Rong kinh moi Quy khach mang CMND den Diem thu tien dien tru so UBND Ngoc lay de bo sung thong tin, anh chup chan dung c	1701
VIETTEL_KTM	Viettel Dak To kinh moi Quy khach mang CMND den Diem thu tien dien Thon 2 Tan Canh  de bo sung thong tin, anh chup chan dung cho thue	1701
VIETTEL_KTM	Viettel Tu Mo Rong kinh moi Quy khach mang CMND den Diem thu tien dien tru so UBND Ngoc lay de bo sung thong tin, anh chup chan dung c	1701
VIETTEL_KTM	Viettel Tu Mo Rong kinh moi Quy khach mang CMND den Diem thu tien dien tru so UBND Ngoc lay de bo sung thong tin, anh chup chan dung c	1701
VIETTEL_KTM	Viettel Dak To kinh moi Quy khach mang CMND den diem thu tien dien Thon 8 Dien Binh de bo sung thong tin, anh chup chan dung cho thue	1701
VIETTEL_KTM	Viettel Dak To kinh moi Quy khach mang CMND den diem thu tien dien Thon 8 Dien Binh de bo sung thong tin, anh chup chan dung cho thue	1701
VIETTEL_KTM	Viettel Kon Ray kinh moi Quy khach mang CMND den diem thu tien dien Thon 4 Tan Canh de bo sung thong tin, anh chup chan dung cho thue	1701
HTXDien_DT	Tien dien T5 cua KH Ngo Van Quang so dien 183so tien343000 nop ngay 10/6 tai nha ong Canh Luc so nha 198 duong Pham V.an Dong TDP Dong Tam	1644
HTXDien_DT	Tien dien T6 cua KH Ng Viet Thong 3Fa,so dien831,so tien 2249600,nop 23/6 tai nha Anh Long	1644
HTXDien_DT	Tien dien T6 cua KH Ng Van Vinh,so dien85,so tien 146795,nop 23/6 tai nha VH TP Tan HOA	1644
HTXDien_DT	Tien dien T6 cua KH Ng T Xay,so dien280,so tien 583495,nop 23/6 tai nha Ba Bay 24/6 nop tai NVH Tan Thanh	1644
HTXDien_DT	Tien dien T6 cua KH Truong Cong  Huy,so dien165,so tien 306042,nop 23/6 tai nha vh TDP Quan va 2	1644
